,Image,RAM_Tags,YOLO_Tags,location,locationID,videoID,aggID
2569,37338.jpg,black | car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | park | road | street corner | walk,"1 person, 10 car, 1 bus, 1 traffic light",park,1,1,1137338
2570,37352.jpg,bus | city bus | curb | drain | manhole | manhole cover | park | road | school bus | yellow,"3 person, 17 car, 1 bus, 1 traffic light",park,1,1,1137352
2571,37366.jpg,bus | car | city bus | city street | crack | curb | drain | drive | intersection | park | road | school bus | yellow,"3 person, 11 car, 1 traffic light",park,1,1,1137366
2572,37380.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 9 car, 1 traffic light",park,1,1,1137380
2573,37394.jpg,car | city street | crack | crosswalk | curb | drain | drive | gray | intersection | license plate | minivan | park | road | sedan | silver | street corner | suv,"4 person, 9 car, 1 traffic light, 1 skateboard",park,1,1,1137394
2574,37408.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1137408
2575,37422.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 13 car, 1 traffic light",park,1,1,1137422
2576,37436.jpg,car | city street | crack | curb | drain | drive | intersection | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1137436
2577,37450.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | park | road | street corner | white,"4 person, 12 car",park,1,1,1137450
2578,37464.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 12 car, 1 traffic light",park,1,1,1137464
2579,37478.jpg,car | city street | crack | curb | drain | drive | intersection | park | road | street corner | suv,"2 person, 14 car, 1 traffic light",park,1,1,1137478
2580,37492.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 13 car, 1 traffic light",park,1,1,1137492
2581,37506.jpg,sea,"3 person, 13 car, 1 traffic light",park,1,1,1137506
2582,37520.jpg,sea,"2 person, 12 car, 1 traffic light",park,1,1,1137520
2583,37534.jpg,car | city street | crack | cross | crosswalk | curb | drain | person | intersection | man | manhole | manhole cover | road | street corner | walk,"2 person, 10 car, 1 traffic light",park,1,1,1137534
2584,37548.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1137548
2585,37562.jpg,sea,"2 person, 13 car, 1 traffic light",park,1,1,1137562
2586,37576.jpg,sea,"1 person, 8 car, 1 truck, 1 traffic light",park,1,1,1137576
2587,37590.jpg,sea,"4 person, 8 car, 1 truck, 1 traffic light",park,1,1,1137590
2588,37604.jpg,sea,"1 person, 8 car, 1 truck, 1 traffic light",park,1,1,1137604
2589,37618.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | park | road | street corner,"1 person, 13 car, 1 truck, 1 traffic light",park,1,1,1137618
2590,37632.jpg,ambulance | blue | curb | drain | drive | license plate | manhole cover | park | road | street corner | van,"3 person, 13 car, 1 traffic light",park,1,1,1137632
2591,37646.jpg,car | city street | curb | drain | person | intersection | man | moped | motorbike | motorcycle | ride | road | scooter | vespa,"2 person, 12 car, 1 traffic light",park,1,1,1137646
2592,37660.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | man | manhole cover | motorbike | motorcycle | motorcyclist | ride | road | scooter | street corner,"3 person, 12 car, 1 traffic light",park,1,1,1137660
2593,37674.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 14 car, 1 traffic light",park,1,1,1137674
2594,37688.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | road | street corner,"2 person, 10 car, 1 traffic light",park,1,1,1137688
2595,37702.jpg,car | city street | curb | drain | drive | intersection | park | road | sedan | street corner | white,"1 person, 7 car, 1 truck, 1 traffic light",park,1,1,1137702
2596,37716.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 9 car, 2 truck, 1 traffic light",park,1,1,1137716
2597,37730.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 14 car, 1 truck, 1 traffic light",park,1,1,1137730
2598,37744.jpg,curb | drain | drive | manhole cover | park | road | van | white,"2 person, 11 car, 1 traffic light",park,1,1,1137744
2599,37758.jpg,city street | crack | curb | drain | drive | manhole | manhole cover | road | street corner | truck,"12 car, 1 truck, 1 traffic light",park,1,1,1137758
2600,37772.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 8 car, 1 truck, 1 traffic light",park,1,1,1137772
2601,37786.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 6 car, 1 truck, 1 traffic light",park,1,1,1137786
2602,37800.jpg,sea,"3 person, 10 car, 1 truck, 1 traffic light",park,1,1,1137800
2603,37814.jpg,sea,"2 person, 12 car, 1 truck, 1 traffic light",park,1,1,1137814
2604,37828.jpg,sea,"2 person, 13 car, 1 traffic light",park,1,1,1137828
2605,37842.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1137842
2606,37856.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1137856
2607,37870.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1137870
2608,37884.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 13 car, 1 traffic light",park,1,1,1137884
2609,37898.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1137898
2610,37912.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 9 car, 1 traffic light",park,1,1,1137912
2611,37926.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1137926
2612,37940.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 13 car, 1 traffic light",park,1,1,1137940
2613,37954.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | park | road | street corner,"1 person, 14 car, 1 traffic light",park,1,1,1137954
2614,37968.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | road | street corner,"1 person, 14 car, 1 traffic light",park,1,1,1137968
2615,37982.jpg,sea,"3 person, 13 car, 1 traffic light",park,1,1,1137982
2616,37996.jpg,sea,"1 person, 11 car, 1 traffic light",park,1,1,1137996
2617,38010.jpg,sea,"1 person, 10 car, 1 truck, 1 traffic light",park,1,1,1138010
2618,38024.jpg,sea,"3 person, 11 car, 1 traffic light",park,1,1,1138024
2619,38038.jpg,sea,"3 person, 13 car, 1 traffic light",park,1,1,1138038
2620,38052.jpg,sea,"11 car, 1 traffic light",park,1,1,1138052
2621,38066.jpg,sea,"1 person, 14 car, 1 traffic light",park,1,1,1138066
2622,38080.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 15 car, 1 traffic light",park,1,1,1138080
2623,38094.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 10 car, 1 traffic light",park,1,1,1138094
2624,38108.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 11 car, 1 traffic light",park,1,1,1138108
2625,38122.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 12 car, 1 traffic light",park,1,1,1138122
2626,38136.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 15 car, 1 traffic light",park,1,1,1138136
2627,38150.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 12 car, 1 traffic light",park,1,1,1138150
2628,38164.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 15 car, 1 traffic light",park,1,1,1138164
2629,38178.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 12 car, 1 traffic light",park,1,1,1138178
2630,38192.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 13 car, 1 traffic light",park,1,1,1138192
2631,38206.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 12 car, 1 traffic light",park,1,1,1138206
2632,38220.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 14 car, 1 traffic light",park,1,1,1138220
2633,38234.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 14 car, 1 traffic light",park,1,1,1138234
2634,38248.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 14 car, 1 traffic light",park,1,1,1138248
2635,38262.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 14 car, 1 traffic light",park,1,1,1138262
2636,38276.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 14 car, 1 traffic light",park,1,1,1138276
2637,38290.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"4 person, 1 bicycle, 10 car, 1 traffic light",park,1,1,1138290
2638,38304.jpg,bicycle | bicycle helmet | biker | bike lane | cross | crosswalk | person | intersection | man | ride | road,"2 person, 11 car, 1 truck, 1 traffic light",park,1,1,1138304
2639,38318.jpg,bicycle | biker | bike lane | cross | crosswalk | person | intersection | man | ride | road,"3 person, 12 car, 1 truck, 1 traffic light",park,1,1,1138318
2640,38332.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 10 car, 1 truck, 1 traffic light",park,1,1,1138332
2641,38346.jpg,sea,"2 person, 9 car, 1 truck, 1 traffic light",park,1,1,1138346
2642,38360.jpg,sea,"2 person, 15 car, 2 truck, 1 traffic light",park,1,1,1138360
2643,38374.jpg,sea,"2 person, 10 car, 1 truck, 1 traffic light",park,1,1,1138374
2644,38388.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 13 car, 2 truck, 1 traffic light",park,1,1,1138388
2645,38402.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"3 person, 10 car, 1 truck, 1 traffic light",park,1,1,1138402
2646,38416.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 8 car, 1 bus, 1 truck, 1 traffic light",park,1,1,1138416
2647,38430.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 7 car, 1 truck, 1 traffic light",park,1,1,1138430
2648,38444.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 6 car, 1 truck, 1 traffic light",park,1,1,1138444
2649,38458.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"1 person, 10 car, 1 truck, 1 traffic light",park,1,1,1138458
2650,38472.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"9 car, 1 bus, 1 traffic light",park,1,1,1138472
2651,38486.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 9 car, 1 truck, 1 traffic light",park,1,1,1138486
2652,38500.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"7 car, 1 truck, 1 traffic light",park,1,1,1138500
2653,38514.jpg,bus | city street | crack | curb | drain | drive | intersection | road | school bus | yellow,"10 car, 1 bus, 1 traffic light",park,1,1,1138514
2654,38528.jpg,bus | city bus | crack | curb | drain | drive | intersection | park | road | school bus | street corner | yellow,"2 person, 9 car, 1 traffic light",park,1,1,1138528
2655,38542.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | red | road | street corner,"2 person, 10 car, 1 truck, 1 traffic light",park,1,1,1138542
2656,38556.jpg,car | city street | crack | curb | drain | drive | intersection | park | red | road | street corner,"11 car, 1 truck, 1 traffic light",park,1,1,1138556
2657,38570.jpg,black | car | city street | crack | crosswalk | curb | drain | drive | intersection | license plate | manhole | manhole cover | park | road | sedan | street corner | suv,"1 person, 12 car, 1 truck, 1 traffic light",park,1,1,1138570
2658,38584.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 10 car, 1 traffic light",park,1,1,1138584
2659,38598.jpg,bicycle | boy | child | cross | crosswalk | person | intersection | ride | road | scooter,"2 person, 10 car, 1 truck, 1 traffic light",park,1,1,1138598
2660,38612.jpg,car | city street | curb | drain | intersection | minivan | park | road | street corner | suv | vehicle,"11 car, 1 truck, 1 traffic light",park,1,1,1138612
2661,38626.jpg,car | city street | curb | drain | drive | intersection | license plate | park | pick up | road | suv | vehicle | white,"1 person, 13 car, 1 truck, 1 traffic light",park,1,1,1138626
2662,38640.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"11 car, 1 truck, 1 traffic light",park,1,1,1138640
2663,38654.jpg,car | city street | crosswalk | curb | drain | drive | intersection | jeep | minivan | park | road | street corner | suv | van | vehicle | yellow,"1 person, 11 car, 1 traffic light",park,1,1,1138654
2664,38668.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole | manhole cover | road | street corner,"2 person, 10 car, 1 traffic light",park,1,1,1138668
2665,38682.jpg,car | city street | crack | curb | drain | drive | intersection | manhole | manhole cover | park | red | road | street corner,"1 person, 16 car, 1 traffic light",park,1,1,1138682
2666,38696.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | red | road | street corner,"2 person, 19 car, 1 traffic light",park,1,1,1138696
2667,38710.jpg,car | city street | crack | crosswalk | curb | drain | intersection | manhole cover | road | street corner,"2 person, 13 car, 1 traffic light",park,1,1,1138710
2668,38724.jpg,car | city street | crack | crosswalk | curb | drain | drive | intersection | manhole cover | park | road | sedan | street corner | white,"1 person, 9 car, 1 traffic light",park,1,1,1138724
2669,38738.jpg,sea,"3 person, 15 car, 1 traffic light",park,1,1,1138738
2670,38752.jpg,sea,"2 person, 12 car, 1 traffic light",park,1,1,1138752
2671,38766.jpg,sea,"10 car, 1 traffic light",park,1,1,1138766
2672,38780.jpg,sea,"1 person, 9 car, 1 truck, 1 traffic light",park,1,1,1138780
2673,70.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"9 person, 4 car",chase,2,2,2200070
2674,84.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"8 person, 4 car, 1 traffic light",chase,2,2,2200084
2675,98.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | zebra crossing,"8 person, 4 car",chase,2,2,2200098
2676,112.jpg,baby carriage | city street | cross | crosswalk | person | man | pavement | push | ride | road | scooter | skateboard | skateboarder | street corner | walk,"7 person, 3 car",chase,2,2,2200112
2677,126.jpg,boy | cart | city street | cross | crosswalk | person | skate | man | pavement | push | ride | road | scooter | skateboard | skateboarder | street corner,"8 person, 3 car, 1 traffic light, 1 skateboard",chase,2,2,2200126
2678,140.jpg,baby carriage | child | city street | cross | crosswalk | person | man | pavement | pedestrian | push | road | street corner | walk | woman,"8 person, 4 car, 1 skateboard",chase,2,2,2200140
2679,154.jpg,baby carriage | city street | cross | crosswalk | person | man | pavement | pedestrian | push | road | scooter | street corner | walk,"7 person, 3 car",chase,2,2,2200154
2680,168.jpg,baby carriage | car | cart | city street | cross | crosswalk | drag | person | intersection | man | pavement | push | road | shopping bag | street corner | walk | woman,"4 person, 4 car",chase,2,2,2200168
2681,182.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | push | ride | road | scooter | skateboard | skateboarder | street corner | walk,"6 person, 5 car",chase,2,2,2200182
2682,196.jpg,car | city street | cross | crosswalk | person | skate | intersection | man | pavement | ride | road | scooter | skateboarder | street corner | walk,"4 person, 5 car",chase,2,2,2200196
2683,210.jpg,city street | cross | crosswalk | person | intersection | man | pavement | road | scooter | shirt | street corner | walk,"4 person, 2 car, 1 traffic light",chase,2,2,2200210
2684,224.jpg,car | child | city street | cross | crosswalk | person | man | pavement | red | road | scooter | shirt | street corner | walk,"4 person, 5 car",chase,2,2,2200224
2685,238.jpg,car | city street | cross | crosswalk | person | intersection | man | red | ride | road | scooter | shirt | stand | street corner,"4 person, 4 car, 1 motorcycle, 1 traffic light",chase,2,2,2200238
2686,252.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | red | ride | road | scooter | shirt | stand | street corner | walk,"5 person, 4 car",chase,2,2,2200252
2687,266.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"5 person, 3 car",chase,2,2,2200266
2688,280.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | man | pavement | ride | road | skateboarder | street corner | walk,"4 person, 3 car",chase,2,2,2200280
2689,294.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | scooter | street corner | walk,"6 person, 3 car",chase,2,2,2200294
2690,308.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 2 car",chase,2,2,2200308
2691,322.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | walk,"5 person, 2 car, 1 traffic light",chase,2,2,2200322
2692,336.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"5 person, 2 car, 1 traffic light",chase,2,2,2200336
2693,350.jpg,cane | car | city street | cross | crosswalk | person | man | pavement | road | street corner | walk,"7 person, 3 car, 1 traffic light, 1 backpack",chase,2,2,2200350
2694,364.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"8 person, 3 car, 1 traffic light, 1 backpack, 1 handbag",chase,2,2,2200364
2695,378.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"8 person, 2 car, 1 backpack",chase,2,2,2200378
2696,392.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"8 person, 3 car, 1 traffic light, 1 backpack",chase,2,2,2200392
2697,406.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | pedestrian | road | street corner | walk | woman | zebra crossing,"7 person, 4 car, 1 backpack",chase,2,2,2200406
2698,420.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | road | street corner | walk,"5 person, 3 car, 1 traffic light, 1 skateboard",chase,2,2,2200420
2699,434.jpg,car | city street | cross | crosswalk | person | jog | man | marathon | road | shirt | walk,"5 person, 3 car, 1 traffic light",chase,2,2,2200434
2700,448.jpg,city street | cross | crosswalk | person | jog | man | marathon | pavement | road | shirt | street corner | walk,"6 person, 3 car, 1 traffic light",chase,2,2,2200448
2701,462.jpg,city street | cross | crosswalk | person | skate | jog | man | pavement | puddle | road | run | runner | shirt | spray | street corner | white,"8 person, 3 car",chase,2,2,2200462
2702,476.jpg,city street | clean | crack | hose | man | pavement | road | shoe | skateboarder | spray | street corner | walk | wash,"8 person, 3 car",chase,2,2,2200476
2703,490.jpg,city street | cross | person | jog | man | pavement | road | shirt | skateboarder | street corner | walk | wear,"10 person, 2 car, 1 traffic light, 1 skateboard",chase,2,2,2200490
2704,504.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | spray | street corner | walk,"8 person, 4 car",chase,2,2,2200504
2705,518.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | stand | street corner | walk | woman,"7 person, 5 car",chase,2,2,2200518
2706,532.jpg,belly | car | city street | cross | crosswalk | hip | person | intersection | man | pavement | road | stand | street corner | walk | woman,"9 person, 4 car",chase,2,2,2200532
2707,546.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | stand | street corner | walk | woman,"5 person, 5 car, 1 traffic light, 1 handbag",chase,2,2,2200546
2708,560.jpg,car | city street | cross | crosswalk | curb | person | man | pavement | road | spray | stand | street corner | wash,"4 person, 4 car, 1 traffic light",chase,2,2,2200560
2709,574.jpg,cane | car | city street | cross | crosswalk | person | luggage | man | pavement | pedestrian | road | stand | street corner | walk,"5 person, 6 car, 1 motorcycle, 1 traffic light",chase,2,2,2200574
2710,588.jpg,bag | car | city street | cross | crosswalk | drag | person | luggage | man | pavement | pedestrian | pull | red | road | street corner | walk | woman,"9 person, 5 car, 1 traffic light, 1 handbag, 1 suitcase",chase,2,2,2200588
2711,602.jpg,bag | carry | city street | cross | crosswalk | drag | person | luggage | man | pavement | pull | push | red | road | street corner | walk,"8 person, 5 car, 1 suitcase",chase,2,2,2200602
2712,616.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | push | road | scooter | segway | street corner | vacuum | walk,"8 person, 4 car, 1 suitcase",chase,2,2,2200616
2713,630.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | push | road | scooter | street corner | walk,"6 person, 6 car, 1 traffic light, 1 handbag, 1 suitcase",chase,2,2,2200630
2714,644.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | scooter | segway | street corner | walk,"6 person, 5 car, 1 traffic light",chase,2,2,2200644
2715,658.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"7 person, 1 bicycle, 6 car, 1 suitcase",chase,2,2,2200658
2716,672.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"6 person, 6 car, 1 handbag, 1 suitcase",chase,2,2,2200672
2717,686.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"5 person, 6 car",chase,2,2,2200686
2718,700.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"7 person, 6 car, 1 suitcase",chase,2,2,2200700
2719,714.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | spray | street corner | walk | woman,"8 person, 3 car, 1 traffic light",chase,2,2,2200714
2720,728.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | woman,"3 person, 3 car",chase,2,2,2200728
2721,742.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"6 person, 5 car, 1 traffic light",chase,2,2,2200742
2722,756.jpg,car | city street | cross | crosswalk | person | man | pavement | pedestrian | road | street corner | walk,"7 person, 1 bicycle, 4 car",chase,2,2,2200756
2723,770.jpg,car | city street | cross | crosswalk | drive | person | intersection | man | pavement | pedestrian | road | sedan | street corner | walk,"10 person, 5 car",chase,2,2,2200770
2724,784.jpg,building | car | city street | curb | drive | intersection | license plate | park | pavement | road | sedan | street corner | suv | vehicle,"2 person, 3 car, 1 traffic light",chase,2,2,2200784
2725,798.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"8 person, 3 car, 1 traffic light",chase,2,2,2200798
2726,812.jpg,car | city street | cross | crosswalk | person | intersection | man | pedestrian | road | street corner | walk,"6 person, 2 car, 2 motorcycle",chase,2,2,2200812
2727,826.jpg,baby carriage | car | child | city street | cross | crosswalk | person | intersection | man | pedestrian | ride | road | scooter | street corner | tricycle | walk,"3 person, 2 car, 1 motorcycle",chase,2,2,2200826
2728,840.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | shirt | street corner | walk | woman,"6 person, 2 car, 1 traffic light",chase,2,2,2200840
2729,854.jpg,car | city street | cross | crosswalk | direct | person | intersection | man | officer | road | street corner | walk | zebra crossing,"8 person, 3 car, 1 traffic light",chase,2,2,2200854
2730,868.jpg,car | city street | cross | crosswalk | guard | intersection | man | officer | pavement | police | road | street corner | walk | woman,"5 person, 3 car",chase,2,2,2200868
2731,882.jpg,car | city street | cross | crosswalk | man | officer | pavement | police | road | shirt | spray | street corner | walk,"7 person, 5 car, 1 traffic light",chase,2,2,2200882
2732,896.jpg,car | city street | guard | man | officer | pavement | police | road | street corner | uniform | walk,"5 person, 3 car",chase,2,2,2200896
2733,910.jpg,car | city street | direct | guard | officer | pavement | police | road | stand | street corner | uniform | walk,"2 person, 4 car",chase,2,2,2200910
2734,924.jpg,building | car | city street | cross | crosswalk | drive | intersection | pavement | road | traffic light | street corner | white,"5 person, 4 car",chase,2,2,2200924
2735,938.jpg,building | car | city street | crosswalk | curb | drive | intersection | road | sedan | street corner | white,"4 person, 6 car",chase,2,2,2200938
2736,952.jpg,building | car | city street | curb | drive | intersection | park | road | sedan | street corner | white,"4 person, 7 car",chase,2,2,2200952
2737,966.jpg,building | car | city street | crosswalk | curb | drive | intersection | park | pavement | road | sedan | street corner | white,3 car,chase,2,2,2200966
2738,980.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign | suv,"7 person, 3 car, 1 motorcycle",chase,2,2,2200980
2739,994.jpg,building | car | city street | cross | crosswalk | curb | drive | intersection | license plate | pavement | road | sedan | street corner | suv | vehicle,"3 person, 5 car",chase,2,2,2200994
2740,1008.jpg,building | car | city street | curb | drive | intersection | license plate | pavement | road | sedan | street corner | suv,"1 person, 5 car",chase,2,2,2201008
2741,1022.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"1 person, 4 car",chase,2,2,2201022
2742,1036.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"2 person, 4 car",chase,2,2,2201036
2743,1050.jpg,building | car | city street | crack | cross | crosswalk | curb | person | intersection | man | pavement | road | street corner | street sign | walk,"6 person, 3 car",chase,2,2,2201050
2744,1064.jpg,cane | city street | crack | cross | crosswalk | person | man | pavement | road | spray | street corner | walk,"5 person, 3 car",chase,2,2,2201064
2745,1078.jpg,blue | car | city street | crack | cross | crosswalk | person | man | pavement | road | street corner | walk,"5 person, 3 car",chase,2,2,2201078
2746,1092.jpg,car | city street | cross | crosswalk | person | skate | intersection | man | pavement | ride | road | skateboard | skateboarder | street corner | walk,"4 person, 3 car",chase,2,2,2201092
2747,1106.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | pavement | road | street corner | walk | woman,"6 person, 3 car",chase,2,2,2201106
2748,1120.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner | walk,"4 person, 4 car",chase,2,2,2201120
2749,1134.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"5 person, 3 car",chase,2,2,2201134
2750,1148.jpg,biker | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner | walk,"5 person, 3 car",chase,2,2,2201148
2751,1162.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"4 person, 3 car",chase,2,2,2201162
2752,1176.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"5 person, 4 car",chase,2,2,2201176
2753,1190.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"5 person, 4 car",chase,2,2,2201190
2754,1204.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 4 car",chase,2,2,2201204
2755,1218.jpg,building | car | city street | crack | cross | crosswalk | curb | intersection | pavement | road | street corner | street sign,"4 person, 4 car",chase,2,2,2201218
